generation,best_score,avg_score,diversity
779,3283.1962,354.9188,33.48
780,3283.1962,354.1398,33.48
781,3283.1962,355.0885,33.48
782,3283.1962,357.0338,33.48
783,3283.1962,358.6626,33.48
784,3283.1962,361.7770,33.48
785,3283.1962,363.9500,33.48
786,3283.1962,366.2649,33.48
787,3283.1962,365.4757,33.48
788,3283.1962,366.0292,33.48
789,3283.1962,366.6017,33.48
790,3283.1962,368.8294,33.48
791,3283.1962,368.0416,33.48
792,3283.1962,369.7113,33.48
793,3283.1962,370.9798,33.48
794,3283.1962,371.1451,33.48
795,3283.1962,371.7696,33.48
796,3283.1962,372.7591,33.48
797,3283.1962,372.9030,33.48
798,3283.1962,373.0074,33.48
799,3283.1962,373.2007,33.48
800,3283.1962,373.3544,33.48
800,3283.1962,373.3544,33.48
801,3283.1962,374.7745,33.48
802,3283.1962,374.9836,33.48
803,3283.1962,374.9944,33.48
804,3283.1962,375.8065,33.48
805,3283.1962,377.0683,33.48
806,3283.1962,377.5299,33.48
807,3283.1962,378.4687,33.48
808,3283.1962,378.3983,33.48
809,3283.1962,378.4925,33.48
810,3283.1962,378.6037,33.48
811,3283.1962,381.0768,33.48
812,3283.1962,380.2799,33.48
813,3283.1962,382.1109,33.48
814,3283.1962,382.7152,33.48
815,3283.1962,387.0710,33.48
816,3283.1962,388.5160,33.48
817,3283.1962,389.1835,33.48
818,3283.1962,391.3222,33.48
819,3283.1962,393.2936,33.48
820,3283.1962,394.3057,33.48
821,3283.1962,396.6858,33.48
822,3283.1962,397.1303,33.48
823,3283.1962,397.4170,33.48
824,3283.1962,400.0789,33.48
825,3283.1962,382.6875,33.48
826,3283.1962,384.6959,33.48
827,3283.1962,385.1428,33.48
828,3283.1962,388.1328,33.48
829,3283.1962,390.1095,33.48
830,3283.1962,392.4579,33.48
831,3283.1962,392.5455,33.48
832,3283.1962,392.8312,33.48
833,3283.1962,393.3668,33.48
834,3283.1962,392.3435,33.48
